"","list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender","truck_det_acc","location_error","trial_n_block","block","trial_n","x","y","fixations","center_low","fixation_error","fixation_prediction","age_group"
"11615","lists/69/stimuli_position_map_1_seq_2.csv","0.068682780369759","341.394957983193","71.3949579831933","251.394957983193","low","truck_det","3.93722944794796","None","0","",0,0,NA,"google_map_1.png","22.5422714647547","2","truck_2.png","None","None","space","None","truck_2.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,16,1,75,1027.90002441406,449.700012207031,53.0590902866929,"341.394957983193",49.121860838745,71.6641323034999,"OA"
"11716","lists/69/stimuli_position_map_1_seq_2.csv","0.945708571654749","341.394957983193","71.3949579831933","251.394957983193","medium","target","54.2125932795716","natural","0","",0,0,NA,"google_map_1.png","72.8176352963783","2","objects/1/1_69.jpg","0.0","None","None","Buffalo.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,17,1,76,1078.59997558594,501,18.2027518534579,"341.394957983193",36.0098414261137,36.8077938702649,"OA"
"11810","lists/69/stimuli_position_map_1_seq_2.csv","1.34975087624602","341.394957983193","71.3949579831933","251.394957983193","medium","target","77.3742540523199","natural","0","",0,0,NA,"google_map_1.png","95.9792960691266","2","objects/1/1_71.jpg","0.0","None","None","Flower_Orchid.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,18,1,77,951.5,560,246.974507991472,"341.394957983193",169.600253939152,94.4204499917211,"OA"
"11916","lists/69/stimuli_position_map_1_seq_2.csv","2.5342526097605","341.394957983193","71.3949579831933","251.394957983193","high","target","145.275627311112","natural","0","",0,0,NA,"google_map_1.png","163.880669327918","2","objects/1/1_120.jpg","0.0","None","None","Honeydew_Green.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,19,1,78,1009,410.5,69.2744411344395,"341.394957983193",76.0011861766725,87.8794831512464,"OA"
"12012","lists/69/stimuli_position_map_1_seq_2.csv","1.28704989514174","341.394957983193","71.3949579831933","251.394957983193","medium","target","73.7799302947496","natural","0","",0,0,NA,"google_map_1.png","92.3849723115564","2","objects/1/1_40.jpg","0.0","None","None","Flower_Daisy.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,20,1,79,992.299987792969,492.100006103516,56.007371812726,"341.394957983193",17.7725584820236,74.612413829533,"OA"
"12116","lists/69/stimuli_position_map_1_seq_2.csv","6.18940000424324","341.394957983193","71.3949579831933","251.394957983193","low","target","354.806369669995","natural","0","",0,0,NA,"google_map_1.png","13.4114116868013","2","objects/1/1_95.jpg","0.0","None","None","Asparagus.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,21,1,80,982.900024414062,570.200012207031,307.172265496659,"341.394957983193",47.6341041733355,34.2226924865336,"OA"
"12212","lists/69/stimuli_position_map_1_seq_2.csv","3.28840384220798","341.394957983193","71.3949579831933","251.394957983193","high","target","188.507226623387","natural","0","",0,0,NA,"google_map_1.png","152.887731359806","2","objects/1/1_33.jpg","0.0","None","None","Leaf_Clover.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,22,1,81,1026.19995117188,449.799987792969,53.7241619882204,"341.394957983193",134.783064635167,72.3292040050274,"OA"
"12314","lists/69/stimuli_position_map_1_seq_2.csv","0.576016233818308","341.394957983193","71.3949579831933","251.394957983193","low","truck_det","33.0200388813043","None","0","",0,1,NA,"google_map_1.png","51.625080898111","2","truck_2.png","None","None","None","None","truck_2.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,23,1,82,977.299987792969,545.299987792969,342.967141142821,"341.394957983193",50.0528977384833,1.57218315962797,"OA"
"12417","lists/69/stimuli_position_map_1_seq_2.csv","3.35566025521933","341.394957983193","71.3949579831933","251.394957983193","high","target","192.362689789643","human-made","0","",0,0,NA,"google_map_1.png","149.03226819355","2","objects/1/1_18.jpg","0.0","None","None","Stool_Wood.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,24,1,83,1232,523.799987792969,3.40844538498398,"341.394957983193",171.045755595341,22.013487401791,"OA"
"12514","lists/69/stimuli_position_map_1_seq_2.csv","2.92814697850123","341.394957983193","71.3949579831933","251.394957983193","high","target","167.855559277141","natural","0","",0,0,NA,"google_map_1.png","173.539398706052","2","objects/1/1_31.jpg","0.0","None","None","Shrimp.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,25,1,84,NA,NA,NA,"341.394957983193",NA,NA,"OA"
"12717","lists/69/stimuli_position_map_1_seq_2.csv","6.07103195778486","341.394957983193","71.3949579831933","251.394957983193","low","target","348.020940255183","natural","1","",NA,NA,NA,"google_map_1.png","6.62598227198993","2","objects/1/1_42.jpg","1.0","","","Banana.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,27,1,85,892.200012207031,546.700012207031,185.643660295975,"341.394957983193",162.377279959208,155.751297687218,"OA"
"12816","lists/69/stimuli_position_map_1_seq_2.csv","5.71650507171438","341.394957983193","71.3949579831933","251.394957983193","low","target","327.697742964519","natural","0","",0,0,NA,"google_map_1.png","13.6972150186746","2","objects/1/1_84.jpg","1.0","None","None","Toad.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,28,1,86,1043.90002441406,481.600006103516,34.8404823801715,"341.394957983193",67.1427394156525,53.4455243969785,"OA"
"13014","lists/69/stimuli_position_map_1_seq_2.csv","6.08903456532687","341.394957983193","71.3949579831933","251.394957983193","low","target","349.052936865872","natural","1","",NA,NA,NA,"google_map_1.png","7.6579788826785","2","objects/2/2_79.jpg","1.0","","","Flower_Sun.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,30,1,87,941.700012207031,472,105.062435028817,"341.394957983193",116.009498162945,123.667477045624,"OA"
"13214","lists/69/stimuli_position_map_1_seq_2.csv","5.52936750017708","341.394957983193","71.3949579831933","251.394957983193","low","target","316.970111475119","human-made","0","",NA,NA,NA,"google_map_1.png","24.4248465080741","2","objects/2/2_84.jpg","1.0","","","DentalFloss.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,32,1,88,NA,NA,NA,"341.394957983193",NA,NA,"OA"
"13316","lists/69/stimuli_position_map_1_seq_2.csv","5.76312237926922","341.394957983193","71.3949579831933","251.394957983193","low","target","330.370072696961","natural","0","",0,0,NA,"google_map_1.png","11.0248852862319","2","objects/1/1_9.jpg","0.0","None","None","Lobster.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,33,1,89,1034.90002441406,466.600006103516,44.4204822903346,"341.394957983193",74.0504095933736,63.0255243071416,"OA"
"13413","lists/69/stimuli_position_map_1_seq_2.csv","0.466850341849437","341.394957983193","71.3949579831933","251.394957983193","low","truck_det","26.7621215072926","None","0","",0,0,NA,"google_map_1.png","45.3671635240993","2","truck_6.png","None","None","space","None","truck_6.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,34,1,90,1029.5,512.400024414062,21.6591133285146,"341.394957983193",5.10300817877803,40.2641553453216,"OA"
"13510","lists/69/stimuli_position_map_1_seq_2.csv","0.563743723995057","341.394957983193","71.3949579831933","251.394957983193","medium","target","32.3165192099077","natural","0","",0,0,NA,"google_map_1.png","50.9215612267144","2","objects/1/1_81.jpg","0.0","None","None","Chipmunk.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,35,1,91,NA,NA,NA,"341.394957983193",NA,NA,"OA"
"13617","lists/69/stimuli_position_map_1_seq_2.csv","2.83760943175154","341.394957983193","71.3949579831933","251.394957983193","high","target","162.665508826522","natural","0","",0,0,NA,"google_map_1.png","178.729449156672","2","objects/1/1_107.jpg","0.0","None","None","Kiwi.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,36,1,92,1042.19995117188,511.200012207031,19.3086759773001,"341.394957983193",143.356832849222,37.9137179941071,"OA"
"13713","lists/69/stimuli_position_map_1_seq_2.csv","5.97718624212199","341.394957983193","71.3949579831933","251.394957983193","low","target","342.641249548394","natural","0","",0,0,NA,"google_map_1.png","1.24629156520074","2","objects/1/1_2.jpg","0.0","None","None","Honeycomb.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,37,1,93,1009.79998779297,555.599975585938,342.606699425599,"341.394957983193",0.0345501227951104,1.21174144240587,"OA"
"13813","lists/69/stimuli_position_map_1_seq_2.csv","6.12212044817927","341.394957983193","251.394957983193","215.193277310924","singletons","singletons","350.949579831933","natural","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_94.jpg","0.0","None","None","Avocado.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,38,1,94,1142.59997558594,350.799987792969,46.0169837057722,"341.394957983193",55.0674038738392,64.6220257225792,"OA"
"13916","lists/69/stimuli_position_map_1_seq_2.csv","1.36883259062516","341.394957983193","71.3949579831933","251.394957983193","medium","target","78.4681102906143","natural","0","",1,0,NA,"google_map_1.png","97.073152307421","2","objects/1/1_70.jpg","0.0","None","None","Radish.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,39,1,95,1110.69995117188,465.799987792969,26.2142139048936,"341.394957983193",52.2538963857207,44.8192559217006,"OA"
"14017","lists/69/stimuli_position_map_1_seq_2.csv","0.596336134453782","341.394957983193","161.394957983193","251.394957983193","singletons","singletons","34.1848739495798","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_116.jpg","0.0","None","None","WorldMap.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,40,1,96,1100.69995117188,614.099975585938,332.226355976017,"341.394957983193",61.9585179735631,9.16860200717633,"OA"
"14116","lists/69/stimuli_position_map_1_seq_2.csv","6.0564867605087","341.394957983193","71.3949579831933","251.394957983193","low","truck_det","347.187139137441","None","0","",0,1,NA,"google_map_1.png","5.79218115424784","2","truck_4.png","None","None","None","None","truck_4.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,41,1,97,838.200012207031,461.700012207031,147.264775179014,"341.394957983193",160.077636041573,165.869817195821,"OA"
"14216","lists/69/stimuli_position_map_1_seq_2.csv","1.57632686710312","341.394957983193","71.3949579831933","251.394957983193","medium","target","90.3626866492232","natural","0","",0,0,NA,"google_map_1.png","108.96772866603","2","objects/1/1_123.jpg","0.0","None","None","Nuts_Walnut.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,42,1,98,NA,NA,NA,"341.394957983193",NA,NA,"OA"
"14314","lists/69/stimuli_position_map_1_seq_2.csv","5.92702765775172","341.394957983193","71.3949579831933","251.394957983193","low","target","339.765916686404","natural","0","",0,0,NA,"google_map_1.png","1.62904129678896","2","objects/1/1_62.jpg","0.0","None","None","Cantaloupe.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,43,2,99,966.900024414062,484.600006103516,82.9004171447312,"341.394957983193",103.134500458327,101.505459161538,"OA"
"14416","lists/69/stimuli_position_map_1_seq_2.csv","3.33291503267974","341.394957983193","251.394957983193","160.890756302521","singletons","singletons","191.058823529412","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_112.jpg","0.0","None","None","Wheel_Steering.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,44,2,100,1108,270.399993896484,61.2349128294478,"341.394957983193",129.823910699964,79.8399548462548,"OA"
"14514","lists/69/stimuli_position_map_1_seq_2.csv","6.0694939309057","341.394957983193","251.394957983193","55.3025210084034","singletons","singletons","347.932773109244","natural","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_113.jpg","0.0","None","None","Pepper_Green.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,45,2,101,878.099975585938,522.5,167.938694033101,"341.394957983193",179.994079076143,173.456263950092,"OA"
"14616","lists/69/stimuli_position_map_1_seq_2.csv","6.15846006671724","341.394957983193","71.3949579831933","251.394957983193","low","target","353.032742678058","human-made","0","",0,0,NA,"google_map_1.png","11.6377846948648","2","objects/1/1_44.jpg","0.0","None","None","Glass_Bowl.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,46,2,102,962.200012207031,484.200012207031,87.7421830031097,"341.394957983193",94.7094403250517,106.347225019917,"OA"
"14715","lists/69/stimuli_position_map_1_seq_2.csv","6.19923385604732","341.394957983193","71.3949579831933","251.394957983193","low","truck_det","355.370093658764","None","0","",0,1,NA,"google_map_1.png","13.9751356755705","2","truck_5.png","None","None","None","None","truck_5.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,47,2,103,1146.30004882812,469.5,20.7277351784095,"341.394957983193",25.3576415196455,39.3327771952165,"OA"
"14816","lists/69/stimuli_position_map_1_seq_2.csv","2.51379567128234","341.394957983193","71.3949579831933","251.394957983193","high","target","144.102936570325","human-made","0","",0,0,NA,"google_map_1.png","162.707978587132","2","objects/1/1_90.jpg","0.0","None","None","Bench_Black.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,48,2,104,1035.59997558594,518,16.2252803252562,"341.394957983193",127.877656245069,34.8303223420631,"OA"
"15015","lists/69/stimuli_position_map_1_seq_2.csv","5.50535561544128","341.394957983193","71.3949579831933","251.394957983193","low","target","315.593634006188","human-made","1","",NA,NA,NA,"google_map_1.png","25.8013239770051","2","objects/2/2_118.jpg","1.0","","","Hose_Garden.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,50,2,105,1121.59997558594,553.900024414062,355.083803102155,"341.394957983193",39.4901690959674,13.6888451189623,"OA"
"15114","lists/69/stimuli_position_map_1_seq_2.csv","0.0202033417606904","341.394957983193","71.3949579831933","251.394957983193","low","target","1.15815334933894","human-made","0","",0,0,NA,"google_map_1.png","19.7631953661456","2","objects/1/1_92.jpg","0.0","None","None","TimerKitchen.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,51,2,106,NA,NA,NA,"341.394957983193",NA,NA,"OA"
"15214","lists/69/stimuli_position_map_1_seq_2.csv","5.91161437908497","341.394957983193","341.394957983193","118.655462184874","singletons","singletons","338.882352941176","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_20.jpg","0.0","None","None","DogHouse.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,52,2,107,1040.40002441406,676.299987792969,300.535313470953,"341.394957983193",38.3470394702229,40.8596445122399,"OA"
"15417","lists/69/stimuli_position_map_1_seq_2.csv","6.09861226579837","341.394957983193","71.3949579831933","251.394957983193","low","target","349.601977020289","human-made","1","",NA,NA,NA,"google_map_1.png","8.20701903709554","2","objects/2/2_20.jpg","1.0","","","Rake_Long.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,54,2,108,1130.69995117188,497.700012207031,13.9177169594865,"341.394957983193",24.3157399391975,32.5227589762935,"OA"
"3013","lists/69/stimuli_position_map_2_seq_1.csv","1.44556582151309","71.3949579831933","161.394957983193","341.394957983193","low","first7","82.8668305325976","human-made","0","",0,0,NA,"google_map_2.png","11.4718725494043","1","objects/2/2_85.jpg","1.0","None","None","Clothespin_Red.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,1,2,109,1115.69995117188,322.100006103516,54.4523819009507,"71.3949579831933",28.4144486316469,16.9425760822426,"OA"
"3035","lists/69/stimuli_position_map_2_seq_1.csv","0.7447202174477","71.3949579831933","161.394957983193","341.394957983193","low","first7","42.6909678791675","natural","0","",NA,NA,NA,"google_map_2.png","28.7039901040258","1","objects/2/2_121.jpg","1.0","","","Lemon.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,3,2,110,1027.30004882812,201.100006103516,78.7681101224369,"71.3949579831933",36.0771422432694,7.37315213924357,"OA"
"3043","lists/69/stimuli_position_map_2_seq_1.csv","1.60197820940653","71.3949579831933","161.394957983193","341.394957983193","low","first7","91.8331457621575","natural","0","",0,0,NA,"google_map_2.png","20.4381877789642","1","objects/1/1_96.jpg","1.0","None","None","Shark_Hammerhead.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,4,2,111,976.599975585938,371.100006103516,84.3868337194873,"71.3949579831933",7.44631204267017,12.991875736294,"OA"
"3063","lists/69/stimuli_position_map_2_seq_1.csv","1.58859199891553","71.3949579831933","161.394957983193","341.394957983193","low","first7","91.0657833773231","natural","0","",NA,NA,NA,"google_map_2.png","19.6708253941298","1","objects/1/1_21.jpg","1.0","","","Olives.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,6,2,112,1024.09997558594,341.399993896484,72.1120385905676,"71.3949579831933",18.9537447867555,0.717080607374285,"OA"
"3084","lists/69/stimuli_position_map_2_seq_1.csv","1.28181985698942","71.3949579831933","161.394957983193","341.394957983193","low","first7","73.4801191904763","human-made","1","",NA,NA,NA,"google_map_2.png","2.08516120728302","1","objects/1/1_89.jpg","1.0","","","Bottle_Spray.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,8,2,113,956.599975585938,373.700012207031,91.1712563255872,"71.3949579831933",17.6911371351109,19.7762983423939,"OA"
"3104","lists/69/stimuli_position_map_2_seq_1.csv","0.899333025617443","71.3949579831933","161.394957983193","341.394957983193","low","first7","51.5541224876241","natural","1","",NA,NA,NA,"google_map_2.png","19.8408354955692","1","objects/2/2_104.jpg","1.0","","","Fruit_Orange.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,10,2,114,1009.5,294.399993896484,78.6048530066045,"71.3949579831933",27.0507305189804,7.20989502341125,"OA"
"3116","lists/69/stimuli_position_map_2_seq_1.csv","1.28276963389792","71.3949579831933","161.394957983193","341.394957983193","low","first7","73.5345650005177","human-made","0","",0,0,NA,"google_map_2.png","2.13960701732442","1","objects/2/2_58.jpg","1.0","None","None","Brush_Cleaning.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,11,2,115,NA,NA,NA,"71.3949579831933",NA,NA,"OA"
"3126","lists/69/stimuli_position_map_2_seq_1.csv","1.23368013476772","71.3949579831933","161.394957983193","341.394957983193","low","truck_det","70.720517279678","None","0","",0,0,NA,"google_map_2.png","0.674440703515346","1","truck_2.png","None","None","space","None","truck_2.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,12,2,116,991.099975585938,268.299987792969,83.4700931959352,"71.3949579831933",12.7495759162572,12.0751352127419,"OA"
"3146","lists/69/stimuli_position_map_2_seq_1.csv","0.889635961401033","71.3949579831933","161.394957983193","341.394957983193","low","target","50.9982398255369","natural","0","",NA,NA,NA,"google_map_2.png","20.3967181576564","1","objects/1/1_58.jpg","1.0","","","Leg.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,14,2,117,1011.5,362.399993896484,73.829031856139,"71.3949579831933",22.8307920306021,2.43407387294567,"OA"
"3157","lists/69/stimuli_position_map_2_seq_1.csv","1.34415186695352","71.3949579831933","161.394957983193","341.394957983193","low","target","77.0532917361888","human-made","0","",0,0,NA,"google_map_2.png","5.65833375299551","1","objects/1/1_29.jpg","0.0","None","None","Bib.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,15,2,118,987.799987792969,283.299987792969,83.8190951049131,"71.3949579831933",6.76580336872433,12.4241371217198,"OA"
"3166","lists/69/stimuli_position_map_2_seq_1.csv","3.45584155781521","71.3949579831933","161.394957983193","341.394957983193","medium","target","198.105567008515","human-made","0","",0,0,NA,"google_map_2.png","126.710609025322","1","objects/1/1_125.jpg","0.0","None","None","RibbonString.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,16,2,119,998.900024414062,263.100006103516,82.0031921892727,"71.3949579831933",116.102374819242,10.6082342060794,"OA"
"3178","lists/69/stimuli_position_map_2_seq_1.csv","2.58579209075403","71.3949579831933","161.394957983193","341.394957983193","medium","target","148.230119852142","human-made","0","",0,0,NA,"google_map_2.png","76.8351618689485","1","objects/1/1_93.jpg","0.0","None","None","CookieCutter_Tree.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,17,2,120,NA,NA,NA,"71.3949579831933",NA,NA,"OA"
"3185","lists/69/stimuli_position_map_2_seq_1.csv","4.03661506839656","71.3949579831933","161.394957983193","341.394957983193","high","target","231.398316022733","human-made","0","",0,0,NA,"google_map_2.png","160.003358039539","1","objects/1/1_47.jpg","0.0","None","None","PaperTowel_Kitchen.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,18,2,121,922.599975585938,399.299987792969,104.885793451831,"71.3949579831933",126.512522570902,33.4908354686379,"OA"
"3197","lists/69/stimuli_position_map_2_seq_1.csv","4.94443988540769","71.3949579831933","161.394957983193","341.394957983193","high","target","283.439229099804","natural","0","",0,0,NA,"google_map_2.png","147.955728883389","1","objects/1/1_6.jpg","0.0","None","None","Hand.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,19,2,122,958.299987792969,389.700012207031,90.6480331275457,"71.3949579831933",167.208804027742,19.2530751443524,"OA"
"32012","lists/69/stimuli_position_map_2_seq_1.csv","0.724364895630064","71.3949579831933","161.394957983193","341.394957983193","low","truck_det","41.5241022972648","None","0","",0,0,NA,"google_map_2.png","29.8708556859285","1","truck_3.png","None","None","None","None","truck_3.png",NA,"",69,"r",NA,"encoding","",69,"m",0,NA,20,2,123,913.299987792969,437.5,114.494478371919,"71.3949579831933",72.9703760746537,43.0995203887252,"OA"
"32110","lists/69/stimuli_position_map_2_seq_1.csv","2.22775816993464","71.3949579831933","341.394957983193","49.2689075630252","singletons","singletons","127.705882352941","natural","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_56.jpg","0.0","None","None","Owl.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,21,2,124,968.599975585938,326.799987792969,87.6900783918165,"71.3949579831933",40.0158039611245,16.2951204086232,"OA"
"3229","lists/69/stimuli_position_map_2_seq_1.csv","0.898539440624218","71.3949579831933","161.394957983193","341.394957983193","low","target","51.5086303542545","natural","0","",0,0,NA,"google_map_2.png","19.8863276289388","1","objects/1/1_118.jpg","0.0","None","None","Bone.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,22,2,125,1061.30004882812,395.399993896484,54.9866990527796,"71.3949579831933",3.47806869852507,16.4082589304137,"OA"
"32311","lists/69/stimuli_position_map_2_seq_1.csv","1.96462558356676","71.3949579831933","341.394957983193","154.857142857143","singletons","singletons","112.621848739496","natural","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_45.jpg","0.0","None","None","OrangeBlood.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,23,2,126,1105.09997558594,390.299987792969,45.8939664418892,"71.3949579831933",66.7278822976068,25.5009915413041,"OA"
"3249","lists/69/stimuli_position_map_2_seq_1.csv","1.58614748348401","71.3949579831933","161.394957983193","341.394957983193","low","target","90.9256519194655","human-made","0","",0,0,NA,"google_map_2.png","19.5306939362721","1","objects/1/1_39.jpg","0.0","None","None","Blackboard.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,24,2,127,962.900024414062,340.200012207031,89.1684309182894,"71.3949579831933",1.75722100117609,17.7734729350961,"OA"
"32511","lists/69/stimuli_position_map_2_seq_1.csv","4.97553321330203","71.3949579831933","161.394957983193","341.394957983193","high","target","285.22164917018","natural","0","",0,0,NA,"google_map_2.png","146.173308813013","1","objects/1/1_99.jpg","0.0","None","None","Peach.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,25,2,128,994.5,353.299987792969,79.5305038529802,"71.3949579831933",154.3088546828,8.13554586978687,"OA"
"3267","lists/69/stimuli_position_map_2_seq_1.csv","3.38554154995331","71.3949579831933","251.394957983193","233.294117647059","singletons","singletons","194.075630252101","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_32.jpg","0.0","None","None","Stick_Drum.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,26,2,129,991.799987792969,517.900024414062,34.7980662188878,"71.3949579831933",159.277564033213,36.5968917643055,"OA"
"32711","lists/69/stimuli_position_map_2_seq_1.csv","1.59064909466708","71.3949579831933","161.394957983193","341.394957983193","low","truck_det","91.183706063718","None","0","",0,0,NA,"google_map_2.png","19.7887480805247","1","truck_6.png","None","None","space","None","truck_6.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,27,2,130,1007.40002441406,336.600006103516,76.8820005709101,"71.3949579831933",14.3017054928079,5.48704258771677,"OA"
"32811","lists/69/stimuli_position_map_2_seq_1.csv","1.12526839915699","71.3949579831933","161.394957983193","341.394957983193","low","target","64.5058317988081","human-made","0","",0,0,NA,"google_map_2.png","6.8891261843852","1","objects/1/1_61.jpg","1.0","None","None","Cage_Bird.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,28,2,131,934.5,313.700012207031,96.4291002205775,"71.3949579831933",31.9232684217694,25.0341422373842,"OA"
"33015","lists/69/stimuli_position_map_2_seq_1.csv","1.33586866410917","71.3949579831933","161.394957983193","341.394957983193","low","target","76.5784584521183","human-made","1","",NA,NA,NA,"google_map_2.png","5.18350046892494","1","objects/1/1_38.jpg","1.0","","","Bag_Gift.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,30,2,132,948.799987792969,420.100006103516,95.3365864413305,"71.3949579831933",18.7581279892122,23.9416284581372,"OA"
"33113","lists/69/stimuli_position_map_2_seq_1.csv","4.0696862745098","71.3949579831933","341.394957983193","356.983193277311","singletons","singletons","233.294117647059","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_28.jpg","0.0","None","None","Plunger.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,31,2,133,913,332.700012207031,102.774397863858,"71.3949579831933",130.519719783201,31.3794398806646,"OA"
"33214","lists/69/stimuli_position_map_2_seq_1.csv","5.03099260729598","71.3949579831933","161.394957983193","341.394957983193","high","target","288.40085009977","natural","0","",0,0,NA,"google_map_2.png","142.994107883424","1","objects/1/1_119.jpg","0.0","None","None","Gorilla.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,32,2,134,NA,NA,NA,"71.3949579831933",NA,NA,"OA"
"33311","lists/69/stimuli_position_map_2_seq_1.csv","2.13478118387377","71.3949579831933","161.394957983193","341.394957983193","medium","target","122.375991432255","natural","0","",0,0,NA,"google_map_2.png","50.9810334490612","1","objects/1/1_105.jpg","0.0","None","None","Cherry.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,33,2,135,1075.19995117188,454.399993896484,36.6144133470634,"71.3949579831933",85.7615780851916,34.7805446361299,"OA"
"33511","lists/69/stimuli_position_map_2_seq_1.csv","1.02905007414285","71.3949579831933","161.394957983193","341.394957983193","low","target","58.9901316387622","natural","1","",NA,NA,NA,"google_map_2.png","12.4048263444312","1","objects/2/2_29.jpg","1.0","","","Feet.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,35,2,136,947.5,358,93.9289796163697,"71.3949579831933",34.9388479776075,22.5340216331764,"OA"
