"","list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender","truck_det_acc","location_error","trial_n_block","block","trial_n","x","y","fixations","center_low","fixation_error","fixation_prediction","age_group"
"33615","lists/69/stimuli_position_map_2_seq_1.csv","1.19084880651864","71.3949579831933","161.394957983193","341.394957983193","low","truck_det","68.265218208075","None","0","",0,1,NA,"google_map_2.png","3.12973977511833","1","truck_5.png","None","None","None","None","truck_5.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,36,2,137,1027.19995117188,414.600006103516,61.8138190806312,"71.3949579831933",6.45139912744384,9.58113890256214,"OA"
"33711","lists/69/stimuli_position_map_2_seq_1.csv","2.42059172954737","71.3949579831933","161.394957983193","341.394957983193","medium","target","138.76003545176","human-made","0","",0,0,NA,"google_map_2.png","67.3650774685666","1","objects/1/1_83.jpg","0.0","None","None","HairDryer.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,37,2,138,1002.90002441406,280.299987792969,80.6199790228087,"71.3949579831933",58.1400564289513,9.22502103961537,"OA"
"33913","lists/69/stimuli_position_map_2_seq_1.csv","1.13173390693622","71.3949579831933","161.394957983193","341.394957983193","low","target","64.8764660027131","human-made","1","",NA,NA,NA,"google_map_2.png","6.5184919804802","1","objects/2/2_107.jpg","1.0","","","Weights_Dumbells.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,39,2,139,1027.40002441406,382,66.8977562202711,"71.3949579831933",2.021290217558,4.49720176292219,"OA"
"34014","lists/69/stimuli_position_map_2_seq_1.csv","3.71841065650899","71.3949579831933","161.394957983193","341.394957983193","high","target","213.15729878077","natural","0","",0,0,NA,"google_map_2.png","141.762340797577","1","objects/1/1_75.jpg","0.0","None","None","Teardrop.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,40,2,140,936.299987792969,263,94.890294756767,"71.3949579831933",118.267004024003,23.4953367735737,"OA"
"34115","lists/69/stimuli_position_map_2_seq_1.csv","1.52899252868146","71.3949579831933","161.394957983193","341.394957983193","low","target","87.6492532365171","human-made","0","",0,0,NA,"google_map_2.png","16.2542952533238","1","objects/1/1_12.jpg","0.0","None","None","Tube_Paint.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,41,2,141,981.700012207031,273.200012207031,85.3501185642819,"71.3949579831933",2.29913467223524,13.9551605810886,"OA"
"34216","lists/69/stimuli_position_map_2_seq_1.csv","1.33644482319117","71.3949579831933","161.394957983193","341.394957983193","low","truck_det","76.6114866797486","None","0","",0,0,NA,"google_map_2.png","5.21652869655525","1","truck_3.png","None","None","space","None","truck_3.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,42,2,142,937.400024414062,264.399993896484,94.6879259075027,"71.3949579831933",18.0764392277541,23.2929679243094,"OA"
"34311","lists/69/stimuli_position_map_2_seq_1.csv","2.79930492014718","71.3949579831933","161.394957983193","341.394957983193","medium","target","160.469708798246","human-made","0","",0,0,NA,"google_map_2.png","89.0747508150525","1","objects/1/1_37.jpg","0.0","None","None","ComputerKeyboard.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,43,2,143,1010.09997558594,350.299987792969,75.2059091154817,"71.3949579831933",85.2637996827643,3.81095113228837,"OA"
"34416","lists/69/stimuli_position_map_2_seq_1.csv","2.80664985994398","71.3949579831933","251.394957983193","188.042016806723","singletons","singletons","160.890756302521","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_5.jpg","0.0","None","None","DusterFeather.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,44,2,144,991.700012207031,377.700012207031,78.9482723462055,"71.3949579831933",81.9424839563155,7.55331436301223,"OA"
"34513","lists/69/stimuli_position_map_2_seq_1.csv","0.816605783233268","71.3949579831933","161.394957983193","341.394957983193","low","target","46.8117964910791","human-made","0","",0,0,NA,"google_map_2.png","24.5831614921142","1","objects/1/1_126.jpg","0.0","None","None","RugRoled.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,45,2,145,1000.70001220703,380.799987792969,75.6593064293674,"71.3949579831933",28.8475099382883,4.26434844617414,"OA"
"34714","lists/69/stimuli_position_map_2_seq_1.csv","1.59072997308004","71.3949579831933","161.394957983193","341.394957983193","low","target","91.1883424058623","natural","1","",NA,NA,NA,"google_map_2.png","19.793384422669","1","objects/2/2_91.jpg","1.0","","","Bird_Tern.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,47,2,146,962.700012207031,391.100006103516,88.9611661629539,"71.3949579831933",2.22717624290837,17.5662081797606,"OA"
"34917","lists/69/stimuli_position_map_2_seq_1.csv","1.21420674713435","71.3949579831933","161.394957983193","341.394957983193","low","target","69.604208434453","natural","1","",NA,NA,NA,"google_map_2.png","1.79074954874035","1","objects/1/1_60.jpg","1.0","","","Flower_Tulip.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,49,2,147,959.200012207031,267.799987792969,90.1683901182008,"71.3949579831933",20.5641816837478,18.7734321350075,"OA"
"35014","lists/69/stimuli_position_map_2_seq_1.csv","1.37697582953855","71.3949579831933","161.394957983193","341.394957983193","low","truck_det","78.9349201646303","None","0","",0,0,NA,"google_map_2.png","7.53996218143704","1","truck_4.png","None","None","space","None","truck_4.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,50,2,148,978,321.899993896484,85.2820176360303,"71.3949579831933",6.34709747139998,13.887059652837,"OA"
"35116","lists/69/stimuli_position_map_2_seq_1.csv","2.41191795450263","71.3949579831933","161.394957983193","341.394957983193","medium","target","138.262812678495","human-made","0","",0,0,NA,"google_map_2.png","66.8678546953015","1","objects/1/1_104.jpg","0.0","None","None","Battery_AA.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,51,2,149,1011.90002441406,300.700012207031,77.7630557658896,"71.3949579831933",60.4997569126054,6.36809778269628,"OA"
"35215","lists/69/stimuli_position_map_2_seq_1.csv","0.912095238095238","71.3949579831933","341.394957983193","1.0","singletons","singletons","52.2857142857143","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_25.jpg","0.0","None","None","Candle_Blue.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,52,2,150,1094.90002441406,400,46.0628356989656,"71.3949579831933",6.22287858674866,25.3321222842277,"OA"
"35310","lists/69/stimuli_position_map_2_seq_1.csv","1.09431757345886","71.3949579831933","161.394957983193","341.394957983193","low","target","62.7315806441384","natural","0","",0,0,NA,"google_map_2.png","8.66337733905487","1","objects/1/1_10.jpg","0.0","None","None","Artichoke.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,53,2,151,1081.69995117188,331.799987792969,59.6922692702152,"71.3949579831933",3.03931137392316,11.7026887129781,"OA"
"35416","lists/69/stimuli_position_map_2_seq_1.csv","3.90988547227672","71.3949579831933","161.394957983193","341.394957983193","high","target","224.133562105035","human-made","0","",0,0,NA,"google_map_2.png","152.738604121841","1","objects/1/1_64.jpg","0.0","None","None","FloorTile.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,54,2,152,1005.90002441406,286.5,79.73692200208,"71.3949579831933",144.396640102955,8.34196401888669,"OA"
"35711","lists/69/stimuli_position_map_2_seq_2.csv","2.96255916448573","161.394957983193","251.394957983193","71.3949579831933","low","first7","169.828232359055","human-made","0","",NA,NA,NA,"google_map_2.png","8.43327437586144","2","objects/1/1_121.jpg","1.0","","","Dreidel.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,2,2,153,1086.90002441406,253.800003051758,66.0876781373177,"161.394957983193",103.740554221737,95.3072798458753,"OA"
"35914","lists/69/stimuli_position_map_2_seq_2.csv","2.63065944595042","161.394957983193","251.394957983193","71.3949579831933","low","first7","150.802133844291","natural","1","",NA,NA,NA,"google_map_2.png","10.5928241389019","2","objects/1/1_103.jpg","1.0","","","Coconut.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,4,2,154,1061,275.100006103516,69.1293534784019,"161.394957983193",81.6727803658891,92.2656045047911,"OA"
"36112","lists/69/stimuli_position_map_2_seq_2.csv","2.78114250797082","161.394957983193","251.394957983193","71.3949579831933","low","first7","159.42855141234","human-made","1","",NA,NA,NA,"google_map_2.png","1.96640657085322","2","objects/2/2_114.jpg","1.0","","","Tie.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,6,2,155,1037.59997558594,248.399993896484,75.0979424495917,"161.394957983193",84.3306089627483,86.2970155336013,"OA"
"36314","lists/69/stimuli_position_map_2_seq_2.csv","2.61179730604099","161.394957983193","251.394957983193","71.3949579831933","low","first7","149.720864677509","natural","1","",NA,NA,NA,"google_map_2.png","11.6740933056843","2","objects/2/2_18.jpg","1.0","","","Caribou.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,8,2,156,927.400024414062,387.899993896484,102.097320360633,"161.394957983193",47.6235443168758,59.2976376225597,"OA"
"36411","lists/69/stimuli_position_map_2_seq_2.csv","2.53092737929386","161.394957983193","251.394957983193","71.3949579831933","low","first7","145.085009004107","natural","0","",0,0,NA,"google_map_2.png","16.3099489790866","2","objects/2/2_54.jpg","1.0","None","None","Pineapple.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,9,2,157,834.5,375.5,127.340659527568,"161.394957983193",17.7443494765394,34.0542984556254,"OA"
"36615","lists/69/stimuli_position_map_2_seq_2.csv","2.86635846367939","161.394957983193","251.394957983193","71.3949579831933","low","first7","164.313542503914","natural","1","",NA,NA,NA,"google_map_2.png","2.91858452072102","2","objects/2/2_100.jpg","1.0","","","Branch.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,11,2,158,963.599975585938,371.899993896484,88.7731595736949,"161.394957983193",75.5403829302191,72.6217984094981,"OA"
"36716","lists/69/stimuli_position_map_2_seq_2.csv","2.89691678601421","161.394957983193","251.394957983193","71.3949579831933","low","truck_det","166.065293465783","None","0","",0,0,NA,"google_map_2.png","4.67033548258932","2","truck_6.png","None","None","space","None","truck_6.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,12,2,159,1030.80004882812,282.700012207031,74.6149397741074,"161.394957983193",91.4503536916755,86.7800182090856,"OA"
"36811","lists/69/stimuli_position_map_2_seq_2.csv","3.37619068605419","161.394957983193","251.394957983193","71.3949579831933","low","first7","193.539593468075","human-made","0","",0,0,NA,"google_map_2.png","32.1446354848814","2","objects/1/1_111.jpg","1.0","None","None","Tripod.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,13,2,160,816.400024414062,436.899993896484,144.322910471695,"161.394957983193",49.2166829963799,17.0720475114979,"OA"
"36917","lists/69/stimuli_position_map_2_seq_2.csv","2.56647600361958","161.394957983193","251.394957983193","71.3949579831933","low","target","147.12282823297","human-made","0","",0,0,NA,"google_map_2.png","14.2721297502237","2","objects/2/2_124.jpg","1.0","None","None","PyramidWooden.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,14,2,161,919.700012207031,413.399993896484,107.657590224664,"161.394957983193",39.4652380083057,53.7373677585287,"OA"
"37115","lists/69/stimuli_position_map_2_seq_2.csv","2.28647513287935","161.394957983193","251.394957983193","71.3949579831933","low","target","131.071822903912","human-made","1","",NA,NA,NA,"google_map_2.png","30.3231350792816","2","objects/1/1_1.jpg","1.0","","","Calculator.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,16,2,162,792.599975585938,445.299987792969,150.502687372418,"161.394957983193",19.4308644685064,10.8922706107746,"OA"
"37218","lists/69/stimuli_position_map_2_seq_2.csv","2.35538689979101","161.394957983193","251.394957983193","71.3949579831933","low","target","135.022178968911","human-made","0","",0,0,NA,"google_map_2.png","26.3727790142821","2","objects/1/1_63.jpg","0.0","None","None","Level.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,17,2,163,1039.19995117188,288.5,72.5202460792031,"161.394957983193",62.5019328897079,88.8747119039899,"OA"
"37313","lists/69/stimuli_position_map_2_seq_2.csv","4.35573526697793","161.394957983193","251.394957983193","71.3949579831933","medium","target","249.691830591091","human-made","0","",0,0,NA,"google_map_2.png","88.296872607898","2","objects/1/1_30.jpg","0.0","None","None","Hammer.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,18,2,164,815.5,390.200012207031,133.968283646253,"161.394957983193",115.723546944838,27.4266743369396,"OA"
"37413","lists/69/stimuli_position_map_2_seq_2.csv","5.41996476703883","161.394957983193","251.394957983193","71.3949579831933","high","target","310.698617218786","natural","0","",0,0,NA,"google_map_2.png","149.303659235593","2","objects/1/1_35.jpg","0.0","None","None","Bird_Falcon.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,19,2,165,945.400024414062,441,98.389197124256,"161.394957983193",147.69057990547,63.005760858937,"OA"
"37514","lists/69/stimuli_position_map_2_seq_2.csv","2.98172710946368","161.394957983193","251.394957983193","71.3949579831933","low","truck_det","170.927031752695","None","0","",0,0,NA,"google_map_2.png","9.532073769502","2","truck_6.png","None","None","space","None","truck_6.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,20,2,166,1026,502.100006103516,29.8662664940687,"161.394957983193",141.060765258626,131.528691489124,"OA"
"37610","lists/69/stimuli_position_map_2_seq_2.csv","2.82271198746598","161.394957983193","251.394957983193","71.3949579831933","low","target","161.811515205056","human-made","0","",0,0,NA,"google_map_2.png","0.416557221862796","2","objects/1/1_53.jpg","0.0","None","None","RemoteControl.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,21,2,167,1039.80004882812,509.600006103516,20.8544425497574,"161.394957983193",140.957072655299,140.540515433436,"OA"
"37715","lists/69/stimuli_position_map_2_seq_2.csv","2.17834926587903","161.394957983193","251.394957983193","71.3949579831933","low","target","124.873524795613","human-made","0","",0,0,NA,"google_map_2.png","36.52143318758","2","objects/1/1_34.jpg","1.0","None","None","Pencil.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,22,2,168,906.599975585938,344.799987792969,105.299820818744,"161.394957983193",19.5737039768691,56.0951371644491,"OA"
"37815","lists/69/stimuli_position_map_2_seq_2.csv","4.14542910603434","161.394957983193","251.394957983193","71.3949579831933","medium","target","237.636063403243","human-made","0","",1,0,NA,"google_map_2.png","76.2411054200493","2","objects/1/1_51.jpg","0.0","None","None","Qtip_Single.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,23,2,169,861.299987792969,413.5,127.962681445215,"161.394957983193",109.673381958028,33.4322765379779,"OA"
"37914","lists/69/stimuli_position_map_2_seq_2.csv","4.14839235573635","161.394957983193","251.394957983193","71.3949579831933","medium","target","237.805931220555","human-made","0","",0,0,NA,"google_map_2.png","76.4109732373617","2","objects/1/1_22.jpg","0.0","None","None","CompassCardinal.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,24,2,170,1055.80004882812,261.5,71.0175098044147,"161.394957983193",166.78842141614,90.3774481787783,"OA"
"38015","lists/69/stimuli_position_map_2_seq_2.csv","3.22766199813259","161.394957983193","161.394957983193","239.327731092437","singletons","singletons","185.025210084034","natural","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_108.jpg","0.0","None","None","Lynx.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,25,2,171,1104.30004882812,375.5,48.7426333523209,"161.394957983193",136.282576731713,112.652324630872,"OA"
"38115","lists/69/stimuli_position_map_2_seq_2.csv","2.17680410711462","161.394957983193","251.394957983193","71.3949579831933","low","target","124.784948815488","natural","0","",0,0,NA,"google_map_2.png","36.6100091677053","2","objects/1/1_67.jpg","0.0","None","None","Hedgehog.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,26,2,172,825.400024414062,389.600006103516,131.826846555961,"161.394957983193",7.04189774047332,29.5681114272317,"OA"
"38215","lists/69/stimuli_position_map_2_seq_2.csv","3.17465096087429","161.394957983193","251.394957983193","71.3949579831933","low","truck_det","181.98636081445","None","0","",0,0,NA,"google_map_2.png","20.5914028312565","2","truck_3.png","None","None","space","None","truck_3.png",NA,"",69,"r",NA,"encoding","",69,"m",1,NA,27,2,173,867,465.200012207031,141.190246956991,"161.394957983193",40.7961138574593,20.2047110262023,"OA"
"38315","lists/69/stimuli_position_map_2_seq_2.csv","2.6411004341787","161.394957983193","251.394957983193","71.3949579831933","low","target","151.4006618319","human-made","0","",0,0,NA,"google_map_2.png","9.99429615129314","2","objects/1/1_68.jpg","0.0","None","None","Ladle.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,28,2,174,967.700012207031,297.200012207031,88.1835650346991,"161.394957983193",63.2170967972009,73.2113929484939,"OA"
"38411","lists/69/stimuli_position_map_2_seq_2.csv","5.22746965452848","161.394957983193","161.394957983193","194.075630252101","singletons","singletons","299.663865546218","natural","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_100.jpg","0.0","None","None","Kangaroo.jpg","truck_1.png",NA,"",69,"r",NA,"encoding","",69,"m",NA,NA,29,2,175,1315.69995117188,489.899993896484,8.01731758257076,"161.394957983193",68.3534520363527,153.377640400622,"OA"
